117034,100.5,123.63,2.43,2.43,2.44,85.01,87,S2
117034,100.6,123.53,2.42,2.49,2.43,75.58,85.5,S2
117034,100.7,123.52,2.41,2.45,2.43,63.45,84,S2
117034,100.8,123.48,2.4,2.46,2.42,78,84,S2
117034,100.9,123.54,2.41,2.48,2.43,76.12,85.5,S2
117034,101,123.5,2.44,2.49,2.45,74.09,84,S2
117034,101.1,123.58,2.43,2.46,2.44,68.98,82.5,S2
117034,101.2,123.62,2.36,2.48,2.4,82.31,82.5,S2
117034,101.3,123.56,2.4,2.5,2.43,71.13,84,S2
117034,101.4,123.53,2.47,2.52,2.48,74.36,84,S2
117034,101.5,123.64,2.43,2.5,2.45,73.42,85.5,S2
117034,101.6,123.58,2.49,2.45,2.48,71.67,84,S2
117034,101.7,123.57,2.4,2.43,2.42,62.24,84,S2
117034,101.8,123.45,2.41,2.48,2.43,67.76,81,S2
117034,101.9,123.51,2.41,2.44,2.43,54.7,84,S2
117034,102,123.53,2.42,2.46,2.43,56.31,85.5,S2
117034,102.1,123.57,2.45,2.47,2.46,66.82,84,S2
117034,102.2,123.58,2.4,2.48,2.43,79.48,84,S2
117034,102.3,123.57,2.49,2.52,2.49,87.84,84,S2
117034,102.4,123.64,2.51,2.52,2.51,82.04,85.5,S2
117034,102.5,123.54,2.48,2.5,2.48,76.25,84,S2
117034,102.6,123.34,2.45,2.49,2.47,97.67,84,S2
117034,102.7,123.62,2.49,2.51,2.5,77.73,84,S2
117034,102.8,123.57,2.45,2.5,2.47,63.59,85.5,S4
117034,102.9,123.52,2.45,2.5,2.47,67.9,84,S4
117034,103,123.6,2.48,2.52,2.48,87.16,81,S2
117034,103.1,123.54,2.44,2.51,2.46,55.64,84,S2
117034,103.2,123.59,2.45,2.5,2.46,65.07,85.5,S4
117034,103.3,123.61,2.47,2.5,2.47,55.64,85.5,S4
117034,103.4,123.51,2.42,2.43,2.45,44.32,84,S4
117034,103.5,123.54,2.39,2.51,2.43,57.25,79.5,S4
117034,103.6,123.59,2.41,2.55,2.45,68.71,81,S3
117034,103.7,123.52,2.44,2.56,2.47,55.37,82.5,S3
117034,103.8,123.61,2.52,2.52,2.53,67.9,81,S3
117034,103.9,123.54,2.52,2.52,2.53,60.62,82.5,S3
117034,104,123.62,2.49,2.6,2.51,53.21,82.5,S3
117034,104.1,123.5,2.41,2.51,2.46,71,82.5,S3
117034,104.2,123.64,2.47,2.56,2.49,64.39,84,S3
